"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"740","AZ",20200526,16783,222,222,NA,222,173948,2727,2949,7.52797558494405,"Arizona",6392017,7278717,3.04998806795209,40.5153820377959,4.35123780350693,57.2314363330005,7.71237358798851,2020-05-26
"741","UT",20200526,8620,99,99,8620,99,189972,2025,2124,4.66101694915254,"Utah",2763885,3205958,3.08800052901504,66.2516477134136,4.91050011973243,95.4250091325499,6.08524653082041,2020-05-26
"742","NE",20200527,12619,264,264,12619,264,77802,2115,2379,11.0970996216898,"Nebraska",1826341,1934408,13.6475862382703,122.983362351686,13.0937069266522,135.043161229984,10.0698386821995,2020-05-27
"743","KS",20200527,9337,119,119,NA,119,75151,2970,3089,3.85237941081256,"Kansas",2853118,2913314,4.08469529889329,106.030451918331,3.91306944599861,65.144270163022,5.6996589149648,2020-05-27
"744","NM",20200527,7130,104,104,7130,104,NA,NA,NA,NA,"New Mexico",2059179,2096829,4.95987035661945,NA,6.39060219025967,279.111935212647,2.52501154752486,2020-05-27
"745","OK",20200527,6229,92,92,6229,92,172409,18605,18697,0.492057549339466,"Oklahoma",3751351,3956971,2.32501072158477,472.507885450765,2.51635477165308,178.449627252765,21.8982457406475,2020-05-27
"746","CO",20200527,24565,296,296,22208,267,134855,3113,3380,7.89940828402367,"Colorado",5029196,5758736,5.14001683702813,58.6934355039023,5.16730457120154,67.981187935289,17.5341896115769,2020-05-27
"747","TX",20200527,57921,1361,1361,57921,1361,797753,33080,34441,3.95168549112976,"Texas",25145561,28995881,4.69377012548782,118.778939670776,3.25070801805066,66.3867691118907,31.2980717854727,2020-05-27
"748","AZ",20200527,17262,479,479,NA,479,179004,5056,5535,8.65401987353207,"Arizona",6392017,7278717,6.5808301105813,76.0436214239405,4.64171285759761,60.511056707227,7.72491177163713,2020-05-27
"749","UT",20200527,8706,86,86,8706,86,191920,1948,2034,4.22812192723697,"Utah",2763885,3205958,2.68250551005347,63.4443745052181,4.43816526248049,93.4064460161808,4.81666931403819,2020-05-27
"750","WY",20200527,850,0,0,648,0,20652,0,0,NA,"Wyoming",563626,578759,0,0,1.55505141172751,65.4355760712638,2.65946219584482,2020-05-27
"751","NE",20200528,12976,357,357,12976,357,80004,2202,2559,13.9507620164127,"Nebraska",1826341,1934408,18.4552586631155,132.28853478687,13.6918965831998,128.056896846108,10.9378811059829,2020-05-28
"752","NM",20200528,7252,122,122,7252,122,172291,NA,NA,NA,"New Mexico",2059179,2096829,5.81830945680358,NA,6.37016316406481,286.308516335858,2.53962546942685,2020-05-28
"753","KS",20200528,9337,0,0,NA,0,75151,0,0,NA,"Kansas",2853118,2913314,0,0,3.91306944599861,65.144270163022,5.6996589149648,2020-05-28
"754","OK",20200528,6270,41,41,6270,41,176136,3727,3768,1.08811040339703,"Oklahoma",3751351,3956971,1.03614608244539,95.2243521622979,2.13005640642083,171.090462881836,21.5492522011125,2020-05-28
"755","TX",20200528,59776,1855,1855,59776,1855,813442,15689,17544,10.5734154126767,"Texas",25145561,28995881,6.39746038411456,60.5051455411891,3.69904755979454,65.5447775988793,32.1073702765447,2020-05-28
"756","CO",20200528,24767,202,202,22440,232,138356,3501,3733,6.21484061076882,"Colorado",5029196,5758736,3.50771419283676,64.8232528804932,4.8869851201474,67.9390159824755,17.3134525559725,2020-05-28
"757","UT",20200528,8921,215,215,8921,215,194586,2666,2881,7.46268656716418,"Utah",2763885,3205958,6.70626377513367,89.8639345867912,4.66542071266774,91.940425563012,5.15290535678839,2020-05-28
"758","AZ",20200528,17763,501,501,NA,501,185151,6147,6648,7.53610108303249,"Arizona",6392017,7278717,6.88308118037836,91.3347778186733,4.80461440820251,61.4060339009118,7.83711964138006,2020-05-28
"759","WY",20200528,874,24,24,665,17,22286,1634,1651,1.02967898243489,"Wyoming",563626,578759,4.14680376460668,285.265542306902,2.14745194952846,106.187796400821,2.33350555316283,2020-05-28
"760","WY",20200529,891,17,17,682,17,22378,92,109,15.5963302752294,"Wyoming",563626,578759,2.93731933326307,18.833400430922,2.17213530527017,94.5619358464774,5.03897850476043,2020-05-29
"761","KS",20200529,9719,382,382,NA,382,85230,10079,10461,3.65165854124845,"Kansas",2853118,2913314,13.1122151611532,359.075609426241,3.73163640150995,90.7900761812836,4.24689818274474,2020-05-29
"762","NE",20200529,13261,285,285,13261,285,81542,1538,1823,15.6335710367526,"Nebraska",1826341,1934408,14.7331896890418,94.2407186074499,13.5589655484114,120.996781887349,11.6136480268247,2020-05-29
"763","NM",20200529,7364,112,112,7364,112,176180,3889,4001,2.79930017495626,"New Mexico",2059179,2096829,5.34139884559017,190.811935546485,6.07720378860515,272.745178552948,2.52784619038528,2020-05-29
"764","OK",20200529,6338,68,68,6338,68,181060,4924,4992,1.36217948717949,"Oklahoma",3751351,3956971,1.71848618551918,126.157103501643,1.76541963176235,178.267669891945,20.8754394983245,2020-05-29
"765","CO",20200529,25121,354,354,22758,318,143838,5482,5800,5.48275862068966,"Colorado",5029196,5758736,6.14718229833769,100.716546130957,4.78775699588045,66.133064120817,17.4226841796564,2020-05-29
"766","AZ",20200529,18465,702,702,NA,702,191348,6197,6899,10.1753877373532,"Arizona",6392017,7278717,9.64455686352416,94.7831877513578,5.60734614552066,66.357848505444,8.33423039936705,2020-05-29
"767","TX",20200529,61006,1230,1230,61006,1230,832269,18827,20057,6.13252231141247,"Texas",25145561,28995881,4.24198181803822,69.1718937596688,3.72318891973459,74.8446206647666,18.6977306067465,2020-05-29
"768","UT",20200529,9264,343,343,9264,343,196591,2005,2348,14.6081771720613,"Utah",2763885,3205958,10.6988301156784,73.2386388093668,5.37837898776501,84.757370941407,6.57961464976685,2020-05-29
"769","WY",20200530,898,7,7,688,6,23185,807,813,0.738007380073801,"Wyoming",563626,578759,1.20948443134362,140.472977526051,2.09808523804505,99.646707129269,4.95593747665657,2020-05-30
"770","NE",20200530,13654,393,393,13654,393,85354,3812,4205,9.34601664684899,"Nebraska",1826341,1934408,20.3162931501524,217.379167166389,14.7110345165771,140.508103771283,10.7826292917022,2020-05-30
